	작성시간	작성자	위치	내용	좋아요수	해쉬태그
196	2020-04-29T05:37:21.000Z	mj_biomed_mg	여의도역	여의도역_근처에_위치한_어니스트여성의원./여성의_마음과_호르몬의_변화를_이해하고_진정성_있는_산부인과,_피부과진료를_하시는_조혜진_원장님.//산부인과_+_미용의학_=_3차원적_접근을_통한_진료//어니스트는_단순히_외적_변화만을_진료하는것이_아닌,_마음과_그에따른_몸의_유기적_반응을_함께_진단하여_여성의_생명력_있는_표정과_행복을_찾아드리고_있습니다.//피부건강과_아름다움을_함께_선사드리는_ASCE+_엑소좀_시술은_어니스트여성의원과_함께합니다.//#어니스트여성의원_#여의도_#여의도역_#산부인과_#ASCE+_#엑소좀_#엑소좀시술_#스킨케어_#물광피부_#피부과_#exosomes_#skinclinic_#mj_biomed_#therapeutics_#stemcell_#dermatology_#skincare_#antiaging_#rejuvenation_#エクソソーム	22	#어니스트여성의원_#여의도_#여의도역_#산부인과_#ASCE_#엑소좀_#엑소좀시술_#스킨케어_#물광피부_#피부과_#exosomes_#skinclinic_#mj_biomed_#therapeutics_#stemcell_#dermatology_#skincare_#antiaging_#rejuvenation_#エクソソーム
197	2020-05-29T09:59:02.000Z	xexymix_center	여의도역	0	223	0
198	2020-04-15T07:46:05.000Z	ryu_and_art	여의도역	"#취미미술_#직장인취미미술/투표하고_그림그리러✨/-/[취미미술🎨]/➰예고_/_미대_서양화전공_선생님👩🏻‍🎨/➰소수수업_/_1:1_집중_수업/➰취미반_&_원데이클래스/➰유화,_아크릴,_수채화,_펜드로잉,_소묘,_색연필_등_서양화_재료로_수업합니다🤍/-/📩수업문의📩/카카오톡_채널_검색_""류앤아트"""	16	#취미미술_#직장인취미미술
199	2020-03-07T02:02:02.000Z	leekiyoung.22	여의도역	#여의도역_#Yeouidostation_#오후풍경_#오후스타그램_#여의도의오후_#산책_#산책스타그램//어제_여의도_회사에서의_마지막_금요일을_기념하여_한_컷!!_그간_고마웠어_여의도^^	37	#여의도역_#Yeouidostation_#오후풍경_#오후스타그램_#여의도의오후_#산책_#산책스타그램
200	2020-03-05T06:36:14.000Z	hyojoon.ahn.96	여의도역	629_동기_만나러_가는_길/코로나_조심!_마스크는_필수!_조심_또_조심!/#이시국에⁉️_#코로나19_#마스크필수😷	18	#이시국에⁉️_#코로나19_#마스크필수😷
201	2020-03-09T07:18:00.000Z	chaboon_atelier_makeup	여의도역	#데일리헤어메이크업_./우리_고객님_다른_쪽_측면과_헤어_사진이에요🥰/저도_이렇게_머리_길고_숱도_많았으면_좋겠어요🥺/./사진에_블링블링한_메컵이_담기지_않아서_넘나리_아쉽지만_너무_예쁜_메컵이었어요💜/././🚉영등포구청역_2.5호선_🚶‍♀️도보5분/🕛24시간_문의/예약_가능👌/💯예약제_프라이빗_샵/💚네이버블로그🔍차분아뜰리에/💛카카오플러스친구🔍차분아뜰리에/📱010.4529.5054	38	#데일리헤어메이크업
202	2020-03-26T10:57:23.000Z	9a_nu	여의도역	0	75	0
203	2020-05-24T11:34:41.000Z	woody_ray33	여의도역	탐구생활_중	3	
204	2020-05-31T23:54:36.000Z	_yumyum__food	여의도역	카페라떼💕//역시_나는_아이스아메리카노가_젤루_좋다~//#메가커피_#메가커피추천_#여의도카페_#여의도메가커피_#여의도역메가커피_#여의도역카페_#메가커피여의도_#카페라떼_#메가커피카페라떼	145	#메가커피_#메가커피추천_#여의도카페_#여의도메가커피_#여의도역메가커피_#여의도역카페_#메가커피여의도_#카페라떼_#메가커피카페라떼
205	2020-02-28T14:50:09.000Z	luv_moonzy	여의도역	#이런사람만나고싶습니다_#희망사항_#코로나속에서주는일상감동_#코로나꺼져줄래🤬	10	#이런사람만나고싶습니다_#희망사항_#코로나속에서주는일상감동_#코로나꺼져줄래
206	2020-05-06T23:19:13.000Z	jxuphoria	여의도역	사고는_아침에_올려야_존⃞나⃞_제맛이더라~❌/오히려_존_나_마싯더라	16	
207	2020-04-04T12:53:18.000Z	hsa0703	여의도역	#20년4월의_4일_토요일_오후//여의도의_샛강을/서울_온_5년만에_처음_네식구가_왔다.//일상을_마치고_나의_사랑하는_두_딸과/그리고...남의_편_내_남편//매일_지나가는_샛강의_트럼프길의_벚꽃/볼때마다_너무너무_아름다웠는데.../그래서/나의_사랑하는_내_가족과_함께_하고_팠기에/오늘은_시간을_내었다.//매년_오는_봄이지만/매년_보는_벚꽃이지만//2020년의_봄/유난히_빛나고_의미있고_아름다운_여의도의_벚꽃길//정말_유난히_고민과_번뇌/그리고_힘든/2020년의_봄이구나~~_아름다운_만큼/그리고_탐스러운_만큼_담고싶다./내_두_딸과_이_봄을~~~_항상_나를_뒤돌아보고/항상_가슴깊이_새기고/항상_감사하며/행복하자!/당당하자!/그리고/더_이상_상처받지말자!	26	#20년4월의
208	2020-03-26T16:43:17.000Z	hyojoon.ahn.96	여의도역	비오는_여의도역_4번_출구_앞/#감성스타그램💦_#여의도역4번출구_#비오는밤☔	10	#감성스타그램💦_#여의도역4번출구_#비오는밤☔
209	2020-04-30T14:25:47.000Z	rorotogra_nna	여의도역	Where_I_was:_On_April_20,_2020/Headed_to_subway_station_🚊/./Two_days_of_working_at_the_office_are_pretty_productive./반짝반짝_빛나는_여의도_하늘_✨	22	
210	2020-05-04T15:18:15.000Z	ethan_be_unique	여의도역	#아루히_#오마카세_#일식_#여의도	85	#아루히_#오마카세_#일식_#여의도
211	2020-03-04T00:23:18.000Z	lilymag_flowershop	여의도역	요즘_#최애_#버터플라이라넌큘러스_!!/레드톤으로_예쁘게_제작해드렸어요❤️_#화이트데이/#세계여성의날/./././예약문의🖤/[여의도점]02-782-4563/[인천청라점]070-8274-5459/[베트남_하노이점]070-8624-8206/🖤카카오톡:릴리맥/././#릴리맥_#여의도꽃집_#인천청라꽃집_#하노이꽃집_#플로리스트_#꽃스타그램_#남자친구꽃다발_#여자친구꽃다발_#졸업꽃주문_#세계여성의날_#여자친구선물_#화이트데이선물_#발렌타인데이꽃다발_#화이트데이선물_#화이트데이꽃_#화이트데이꽃다발_#졸업꽃다발_#졸업식_#ifc몰꽃집_#전경련회관꽃집_#꽃선물_#여의도꽃배달	13	#최애_#버터플라이라넌큘러스_#화이트데이_#세계여성의날_#릴리맥_#여의도꽃집_#인천청라꽃집_#하노이꽃집_#플로리스트_#꽃스타그램_#남자친구꽃다발_#여자친구꽃다발_#졸업꽃주문_#세계여성의날_#여자친구선물_#화이트데이선물_#발렌타인데이꽃다발_#화이트데이선물_#화이트데이꽃_#화이트데이꽃다발_#졸업꽃다발_#졸업식_#ifc몰꽃집_#전경련회관꽃집_#꽃선물_#여의도꽃배달
212	2020-05-13T07:09:53.000Z	jina010802	여의도역	누구게	50	
213	2020-05-07T23:02:46.000Z	super8couple	여의도역	#Retro_#vintage_#vintagevideo_#super8_#super8mm_#super8film_#16mm_#16mmfilm_#8mm_#8mmfilm_#oldvideo_#vhs/#vhsvideo_#film_#filmcamera_#kodak/#lofi_#bolex_#analog_#analogfilm_#dazzcamera	16	#Retro_#vintage_#vintagevideo_#super8_#super8mm_#super8film_#16mm_#16mmfilm_#8mm_#8mmfilm_#oldvideo_#vhs_#vhsvideo_#film_#filmcamera_#kodak_#lofi_#bolex_#analog_#analogfilm_#dazzcamera
214	2020-05-07T02:44:10.000Z	mink9405	여의도역	20.05.07_규카츠_존맛탱❤️_#여의도역#소중한_점심시간#이자와#맛집#회사근처#밥먹고_도망가고싶다🔥	12	#여의도역_#소중한_#이자와_#맛집_#회사근처_#밥먹고
215	2020-04-28T13:08:03.000Z	taebongchuki	여의도역	#여의도_#러닝_#농구/#day18/#5kmrun_#totalrun145	32	#여의도_#러닝_#농구_#day18_#5kmrun_#totalrun145
216	2020-04-10T10:36:09.000Z	kha_lovely_	여의도역	촬가는중_~~밤촬영~~오늘도_즐촬하자~~^^_ㅎㅎ_#드라마촬영_#내스타일_#드라마_#봄바람_#여의도_#촬영	22	#드라마촬영_#내스타일_#드라마_#봄바람_#여의도_#촬영
217	2020-05-06T07:21:12.000Z	ethan_be_unique	여의도역	#사케_#산토리_#오마카세_#준마이_#준마이긴조_#준마이다이긴조	48	#사케_#산토리_#오마카세_#준마이_#준마이긴조_#준마이다이긴조
218	2020-03-17T13:24:35.000Z	58.8cm	여의도역	너의_3월이_행복했으면_좋겠어🌈	53	
219	2020-05-22T05:18:17.000Z	jjummy_yum	여의도역	💛💛💛/#쩌미_카페/#커피빈/#카라멜아이스블렌디드	3	#쩌미_카페_#커피빈_#카라멜아이스블렌디드
220	2020-03-06T01:37:58.000Z	xeohair_4505	여의도역	안녕하세요/여의도_#퍼머맛집,_#염색맛집/#여의도미용실_#여의도제오헤어_의/#디자이너준_입니다/././오늘_#여의도제오헤어_에서_소개해드릴_스타일은/#애쉬브라운_컬러입니다!/#애쉬브라운_컬러는_#부드러운_느낌의_염색으로/#모든피부톤_에_어울립니다!_././전화문의는/02.785.4505/./온라인_문의는/카톡친구_검색에서_@여의도제오헤어를_검색,/./온라인_예약은/카카오헤어샵,_네이버_예약에서_#여의도제오헤어_를_검색해주세요/./#여의도미용실_#여의도역미용실_#여의도제오헤어_#제오헤어여의도점_#준쌤	220	#퍼머맛집_#염색맛집_#여의도미용실_#여의도제오헤어_#디자이너준_#여의도제오헤어_#애쉬브라운_#애쉬브라운_#부드러운_#모든피부톤_#여의도제오헤어_#여의도미용실_#여의도역미용실_#여의도제오헤어_#제오헤어여의도점_#준쌤
221	2020-05-31T21:26:43.000Z	chj30504606	여의도역	가입하고_처음으로_글_올립니다~!!!_잘_부탁_드립니다~😉😉😉	0	
222	2020-02-29T02:25:05.000Z	j_u_n67	여의도역	0	15	0
223	2020-04-16T04:01:38.000Z	psc_yeouido	여의도역	안녕하세요/박승철여의도이마트점_입니다/이번에_소개해드릴_포스팅은/뿌리염색_클리닉_입니다/저희_매장은_모든_컬러가_있어서/사진과_똑같이_색을_낼수_있습니다/모발_끝은_나노힐클리닉_해드렸어요^^/./././././#뿌리염색#뿌염#박승철헤어스투디요#박승철여의도이마트점#여의도미용실#당산역미용실#여의도역미용실#영등포미용실#대방동미용실#빌드펌#셋팅펌#디지털펌#긴머리펌#단발펌#중간머리펌	20	#뿌리염색_#뿌염_#박승철헤어스투디요_#박승철여의도이마트점_#여의도미용실_#당산역미용실_#여의도역미용실_#영등포미용실_#대방동미용실_#빌드펌_#셋팅펌_#디지털펌_#긴머리펌_#단발펌_#중간머리펌
224	2019-02-19T04:51:38.000Z	thug_min	여의도역	0	3,560	0
225	2020-05-31T11:58:30.000Z	javelyvely	여의도역	#여의도역_#급행기다리며_#스노우_#ifc몰_#갔다가#부자집_#새우튀김_#타르타르소스_#먹고_#여의도구경하고_#엑티비아플레인_#마시고_#지하철_#타고_#집가려구하는도중_#모자코디_#체크셔츠_#마스크	57	#여의도역_#급행기다리며_#스노우_#ifc몰_#갔다가_#부자집_#새우튀김_#타르타르소스_#먹고_#여의도구경하고_#엑티비아플레인_#마시고_#지하철_#타고_#집가려구하는도중_#모자코디_#체크셔츠_#마스크
226	2020-06-02T00:38:33.000Z	woody_ray33	여의도역	털_부드러워	2	
227	2020-03-19T11:15:42.000Z	muck._.jjang	여의도역	에그타르트🤤//ㅤ//ㅤ//#퇴근_#목요일_#달달한거_#디저트스토리_#여의도디저트스토리_#디저트_#타르트_#에그타르트_#에그초코타르트_#유자타르트_#치즈타르트_#저녁_#맛있다_#당충전_#먹짱_#🐷_#먹스타그램	9	#퇴근_#목요일_#달달한거_#디저트스토리_#여의도디저트스토리_#디저트_#타르트_#에그타르트_#에그초코타르트_#유자타르트_#치즈타르트_#저녁_#맛있다_#당충전_#먹짱_#🐷_#먹스타그램
228	2020-04-29T10:40:29.000Z	chae_yuuu	여의도역	900일_기념_마라먹으러😋	16	
229	2020-04-16T00:29:45.000Z	hi_n_hope	여의도역	./20200416	24	
230	2020-03-01T14:43:22.000Z	dozenofcuteness	여의도역	오호_여의도역이라..	8	
231	2020-05-12T12:38:38.000Z	recommend_mens_salon	여의도역	고객님_감사합니다😎/-슬릭백_언더컷/-자연스러운_넘김_젤이쁨/💈레코멘드_멘즈살롱💈_▪️예약문의_📞070.4647.1644_▪️1:1_예약제_멘즈헤어_▪️서울특별시_영등포구_국제금융로78_홍우빌딩2층_▪️_https://booking.naver.com/booking/13/bizes/356154?area=ple	9	
232	2020-03-30T08:51:25.000Z	hyacinth_1214	여의도역	오랫만에_지하철_5호선,	5	
233	2020-04-10T02:42:11.000Z	next_they_gr	여의도역	ㅤㅤ/사무실_및_공유오피스는_👉🏻_넥스트데이/ㅤㅤ/넥스트데이만의_장점🌿🌱/1._역이랑_가까운_거리-!/ㅤ구로디지털단지역_도보_7분/ㅤ남구로역_도보_7분/ㅤㅤ/2._넓은_공유_공간/ㅤ타_사무실_및_공유오피스에_비해/ㅤ넓은_보폭과_사무실_간격_간/ㅤ답답하지_않은_넓은_공간_보유/ㅤ/3._다양한_공유_공간/ㅤ본관,_별관_모두_이용_가능./ㅤ라운지/ㅤ오픈데스크/ㅤ그리너리_이벤트홀/ㅤ테라스_및_흡연장//4._다양한_회의실_보유/4인,_6인,_8인,_10인_(_월_10시간_무료_이용_가능_)/ㅤㅤ/5._OA_사무기기_및_사무용품_배치/ㅤㅤ/6._안마의자_배치/ㅤㅤ/7._샤워실_구비/ㅤㅤ/8._24시간_이용_가능//9._4중_보안/ㅤㅤ/10._코로나_19_예방‼️_위해/매주_월,_수_사무실_전체_방역/매_시간대별로_공유공간_소독/손_소독제_곳곳에_배치/공유공간_마스크_의무화_착용/등등-!/끊임_없는_넥스트데이만의_장점✨//지금_바로_👉🏻_넥스트데이_’ᴗ’🌸/📞02-3494-9900//ㅤㅤ//#코로나#대표#사무실#법인#임대사무실#공유오피스#넥스트데이#사업#미팅#회의#대관#직장#퇴근_#회사#스타트업#프리랜서#구디#영등포#여의도#가산#구로#프로젝트팀#쉐어오피스#소호사무실#코워킹스페이스#직장인#직장인그램#좋반#좋아요#daily	94	#코로나_#대표_#사무실_#법인_#임대사무실_#공유오피스_#넥스트데이_#사업_#미팅_#회의_#대관_#직장_#퇴근_#회사_#스타트업_#프리랜서_#구디_#영등포_#여의도_#가산_#구로_#프로젝트팀_#쉐어오피스_#소호사무실_#코워킹스페이스_#직장인_#직장인그램_#좋반_#좋아요_#daily
234	2020-04-09T08:36:33.000Z	dung2ji	여의도역	점심_#삼선짬뽕_적당한_그_맛/아일렉스_홍보석에서	6	#삼선짬뽕
235	2020-05-07T10:31:16.000Z	yogabyhyun_jh	여의도역	5월_가정의_달을_맞아/특별한_수업을_준비했습니다./연인,가족,친구분들과_함께/커플요가_하러_오세요.♡♡_#커플요가#아크로요가#가정의달이벤트#요가바이현#여의도요가#샛강역요가	35	#커플요가_#아크로요가_#가정의달이벤트_#요가바이현_#여의도요가_#샛강역요가
236	2020-03-26T06:59:43.000Z	sinavero_cpa	여의도역	./././the_grass_beneath_my_footstep/I_wonder_how_it_grows//and_in_my_heart_a_melody/I_wonder_how_it_flows//everything_around_us_is_wonderful_indeed/the_wonder_in_the_skylight_is_what_I_see/././.	3	
237	2020-05-29T12:18:14.000Z	jiyeunhyun	여의도역	0	28	0
238	2020-03-11T09:37:22.000Z	2_yeo_1	여의도역	#18홀은아쉬워_#36홀째🏌️‍♀️/#골치광이들_김프로님과에스더님과_즐거운_라운딩_#이럴거면라운딩가자....😥/./언니_버디할줄알고_찍었는데..._욕할줄은_몰랐네....?/./#도박아닙니다재미로합니다_#돈은다돌려드렸습니다_#욕이난무하는스골모임_#스크린골프	32	#18홀은아쉬워_#36홀째🏌️‍_#골치광이들_#이럴거면라운딩가자_#도박아닙니다재미로합니다_#돈은다돌려드렸습니다_#욕이난무하는스골모임_#스크린골프
239	2020-05-12T11:27:46.000Z	ddu82	여의도역	대환이랑_수다떨기	14	
240	2020-03-20T13:35:58.000Z	krystallee580	여의도역	#빅이슈#여의도역5번출구_#빈곤해체	12	#빅이슈_#여의도역5번출구_#빈곤해체
241	2020-03-17T22:44:16.000Z	ggul_ggul_eeda	여의도역	#아루히_./././이_가격에_이맛이_가능한가_싶었던_아루히./런치_₩30000/디너_₩35000//예약_잡기위해_매일_네이버에_들어가_빈시간_찾아본당😭/디너_자리는_정말_하늘에_별따기🤦‍♀️🤷‍♀️	263	#아루히
242	2020-05-01T05:59:25.000Z	gwangjun_2	여의도역	0	51	0
243	2020-03-11T10:42:47.000Z	park_gn_ha_96	여의도역	학교_가고_싶다🏫	24	
244	2020-05-18T23:40:16.000Z	giraffecom_k	여의도역	구두_그만_신고싶드아//회사이전준비_빡세드아//#회사_#직장인스타그램	26	#회사_#직장인스타그램
245	2020-04-02T08:22:02.000Z	hyuni47	여의도역	가격이_사악해서_그런지..._아직도_남아_있구나!!!_나도_두종류_뎃고옴..._귀하신몸_애껴_드려야하나..._#커피빈_#벚꽃_#리유저블_#체리블라썸_#리유저블_#커피빈스타그램_#달고나라떼_#달달구리_#커피스타그램_#커피빈그램_#달고나크림라떼	27	#커피빈_#벚꽃_#리유저블_#체리블라썸_#리유저블_#커피빈스타그램_#달고나라떼_#달달구리_#커피스타그램_#커피빈그램_#달고나크림라떼
246	2020-05-01T03:29:36.000Z	7upmarketer	여의도역	느낌이_있는곳_코로나19에도_단골손님의_발길이_끊이지_않는_곳_여의도_가볼만한_곳_퀴진알/스테이크와_파스타가_맛있어요~~~!/여의도_퀴진알/#여의도퀴진알_#여의도파스타맛집/#여의도이탈리안레스토랑/#여의도맛집_#여의도역맛집/#여의도역맛집추천_#여의도스테이크	51	#여의도퀴진알_#여의도파스타맛집_#여의도이탈리안레스토랑_#여의도맛집_#여의도역맛집_#여의도역맛집추천_#여의도스테이크
247	2020-02-10T09:52:37.000Z	yeo1n	여의도역	🥚/현기증,_vertigo/./././._ⓒ연여인	917	
248	2020-05-27T09:08:21.000Z	gamsung.shot	여의도역	주차금지X3	0	
249	2020-05-17T04:03:40.000Z	twozzim.aa	여의도역	#배달맛집#찜닭#맛집추천#먹스타그램#맛스타그램#먹스타#소통#프랜차이즈#f4f#찜닭프랜차이즈#찜닭맛집#선팔맞팔#맞팔#팔로우반사#선팔#팔로우반사#좋아요반사#선팔하면맞팔#좋아요#좋반#좋튀반사#데일리#배달#배달의민석#여의도맛집#여의도역#여의도#닭	16	#배달맛집_#찜닭_#맛집추천_#먹스타그램_#맛스타그램_#먹스타_#소통_#프랜차이즈_#f4f_#찜닭프랜차이즈_#찜닭맛집_#선팔맞팔_#맞팔_#팔로우반사_#선팔_#팔로우반사_#좋아요반사_#선팔하면맞팔_#좋아요_#좋반_#좋튀반사_#데일리_#배달_#배달의민석_#여의도맛집_#여의도역_#여의도_#닭
250	2020-05-28T10:28:43.000Z	chy615	여의도역	하..._구여웡.../#오늘의칭구들_#월레스와그로밋_#핀뱃지_#빈티지_#핀뱃지러버_#덕지덕지_#조하/#퇴근_#퇴근이최고야_#퇴근길_#집가즈아_#하지만필라테스가야하지_#😞	37	#오늘의칭구들_#월레스와그로밋_#핀뱃지_#빈티지_#핀뱃지러버_#덕지덕지_#조하_#퇴근_#퇴근이최고야_#퇴근길_#집가즈아_#하지만필라테스가야하지_#😞
251	2020-03-29T12:23:16.000Z	for_xuexi	여의도역	product_rule..._quotient_rule..../한국어로도_존나_기억_안나는_미적분을_영어로_배우다니/역시_익스트림_코리아_^^	3	
252	2020-03-09T13:35:18.000Z	moonpilates	여의도역	#그라츠_너를_위해_....ㅋ/준비했어♡♡넓은공간을~~./이공간에_채워넣을_생각에_행복함/././💜Tel_1670-8030/💜Kakao_ID___moonpilates/./././/#여의도임산부필라테스/#판교필라테스/#moonpilates/#여의도기구필라테스/#임산부필라테스/#판교기구필라테스/#삼평동필라테스/#여의도역필라테스/#판교역필라테스/#여의도문필라테스/#여의도그룹필라테스/#여의도개인레슨/#여의도교보증권지하1층/#코로나저리가/#건강한문필라/#클래식필라테스/#로마나필라테스/#필라테스는사랑입니다♡	30	#그라츠_#여의도임산부필라테스_#판교필라테스_#moonpilates_#여의도기구필라테스_#임산부필라테스_#판교기구필라테스_#삼평동필라테스_#여의도역필라테스_#판교역필라테스_#여의도문필라테스_#여의도그룹필라테스_#여의도개인레슨_#여의도교보증권지하1층_#코로나저리가_#건강한문필라_#클래식필라테스_#로마나필라테스_#필라테스는사랑입니다
253	2020-03-21T17:33:56.000Z	y___jjjjjjjjjjjjj	여의도역	양갈비_조져~🍖/././././././#일상#daily#여의도#여의도역#여의도맛집#여의도역맛집#양고기#양갈비#양고기맛집#양갈비맛집#여의도양고기#여의도양갈비#라무진#라무진여의도점#마늘밥#🍖#🥩#🍗#인모랑💕	41	#일상_#daily_#여의도_#여의도역_#여의도맛집_#여의도역맛집_#양고기_#양갈비_#양고기맛집_#양갈비맛집_#여의도양고기_#여의도양갈비_#라무진_#라무진여의도점_#마늘밥_#🍖_#🍗_#인모랑💕
254	2020-04-20T13:34:14.000Z	coolmax95new	여의도역	모_증권사_교육/오랫만에_진행된_오늘의_교육/ㅡ/ㅡ/ㅡ/#컨설팅아이니즈#기업교육#증권사_교육#교육담당자#비서교육#인스타#데일리#교육컨설팅#	29	#컨설팅아이니즈_#기업교육_#증권사_#교육담당자_#비서교육_#인스타_#데일리_#교육컨설팅
255	2020-03-19T09:05:34.000Z	vldvld1	여의도역	./이건_맛의_대참치🐟/./././././././././././././././#오복수산참치_#여의도역_#오투타워_2층/#오투테라스_#여의도역맛집_#카이센동맛집/#여의도점심_#여의도맛집_#여의도데이트/#오복수산여의도_#여의도오복수산_#우니/#여의도참치_#생참치_#펭수야참치사줄게	122	#오복수산참치_#여의도역_#오투타워_#오투테라스_#여의도역맛집_#카이센동맛집_#여의도점심_#여의도맛집_#여의도데이트_#오복수산여의도_#여의도오복수산_#우니_#여의도참치_#생참치_#펭수야참치사줄게
256	2020-03-09T12:06:53.000Z	hoony18	여의도역	잠온닷_빨리와랏_운동가잣	197	
257	2020-05-11T16:43:36.000Z	metrobus327	여의도역	제주_삼다수_전속모델로_활약하는_가수_아이유._아이유가_전하는_밝은_에너지가_모든_사람들의_눈과_귀를_즐겁게_하고_있습니다._#제주_#삼다수_#농심_#전속모델_#가수_#아이유_#진스타그램_#벌처럼쏜다_#IU_#서울교통공사_#5호선_#9호선_#여의도역_#서울시메트로9호선_#서울9호선운영	8	#제주_#삼다수_#농심_#전속모델_#가수_#아이유_#진스타그램_#벌처럼쏜다_#IU_#서울교통공사_#5호선_#9호선_#여의도역_#서울시메트로9호선_#서울9호선운영
258	2018-09-09T09:58:58.000Z	babebani	Yeouido	0		0
259	2020-03-07T03:29:52.000Z	xeohair_4505	여의도역	안녕하세요/여의도_#퍼머맛집,_#염색맛집/#여의도미용실_#여의도제오헤어_의/#연미부원장_입니다/././오늘_#여의도제오헤어_에서_소개해드릴_스타일은/#러블리펌_입니다/#러블리펌_은_#여성스러운_느낌의_펌으로/#모든얼굴형_에_어울립니다/././전화문의는/02.785.4505/./온라인_문의는/카톡친구_검색에서_@여의도제오헤어_를_검색/././온라인_예약은/카카오헤어샵,_네이버_예약에서_#여의도제오헤어_를_검색해주세요/./#러블리펌_#긴머리_#웨이브펌_#여의도미용실_#레이어드펌	357	#퍼머맛집_#염색맛집_#여의도미용실_#여의도제오헤어_#연미부원장_#여의도제오헤어_#러블리펌_#러블리펌_#여성스러운_#모든얼굴형_#여의도제오헤어_#러블리펌_#긴머리_#웨이브펌_#여의도미용실_#레이어드펌
260	2020-05-04T09:12:23.000Z	cystoeic	여의도역	감사한_#토익과외_후기_💗⠀⠀⠀⠀⠀⠀⠀/⠀⠀⠀⠀⠀⠀⠀/──────────────────────────────/⠀⠀⠀⠀⠀⠀⠀/🆙️_최윤선토익/📩_수업문의:_프로필에_있는_링크로_해주세요_◡̈⠀⠀⠀⠀⠀⠀⠀/⠀⠀⠀⠀⠀⠀⠀/🆙️_강사이력/▪고려대학교_졸업/▪前)_강남_파고다_토익강사/▪前)_강남_파고다_최우수강사_선정/▪수능_어법_교재_집필_저자_⠀⠀⠀⠀⠀⠀⠀/▪집필_교재_고등학교_부교재_선정_이력⠀⠀⠀⠀⠀⠀⠀/▪조선일보_맛있는_공부_인터뷰/▪수능의_기술_인터뷰⠀⠀⠀⠀⠀⠀⠀/⠀⠀⠀⠀⠀⠀⠀/🆙️_개설수업/▪토익왕기초과외(~300점)/▪토익기초과외(300~450점)/▪토익초중급과외(450~600점)/▪토익중급과외(600~750점)/▪토익고급과외(750~900점)/▪목표점수가_아닌_취득한_점수를_기준으로_신청해주시면_됩니다_𖤐/▪알파벳만_알고_있는_수준의_분들은_토익왕기초과외를_수강하실_것을_추천합니다_𖤐/▪토익기초와_토익중급_사이의_실력이신_분들은_토익초중급과외를_수강하실_것을_추천합니다_𖤐/▪그룹수업의_경우,_원하는_시간을_말씀주시면_개설이_가능하도록_모아드리도록_하겠습니다_𖤐⠀⠀⠀⠀⠀⠀⠀/⠀⠀⠀⠀⠀⠀⠀/🆙️_수업대상/▪편입토익준비생/▪대학생/휴학생/취준생/▪승무원준비생/항공사지상직준비생⠀⠀⠀⠀⠀⠀⠀/▪승무원/간호사/항공정비사/교대근무자/▪직장인_⠀⠀⠀⠀⠀⠀⠀/⠀⠀⠀⠀⠀⠀⠀/🆙️_추천대상/▪처음_토익을_하시는_분/▪빠른_성적_향상이_필요하신_분/▪이끌어줄_선생님이_필요하신_분/▪일일숙제인증으로_꾸준히_공부하실_분/▪매일_편하게_질문하고_답변_받고_싶으신_분/▪엘씨_어떻게_공부하고_어떻게_푸는지_알고_싶으신_분/▪파트5_문법_정리가_필요하신_분/▪파트5_문법_정리는_되어있는데_정답률이_낮으신_분/▪파트7_지문해석을_봐도_이해가_안_되시는_분/▪파트7_지문해석은_되는데_문제가_안_풀리시는_분_⠀⠀⠀⠀⠀⠀⠀/⠀⠀⠀⠀⠀⠀⠀/🆙️_수업시간⠀⠀⠀⠀⠀⠀⠀/▪주1회/주2회/▪11:00-12:30_⠀⠀⠀⠀⠀⠀⠀/▪13:00-14:30/▪15:00-16:30/▪17:00-18:30_⠀⠀⠀⠀⠀⠀⠀/▪19:00-20:30/▪21:00-22:30/▪2시간_또는_3시간으로_수업시간_변경을_원하시는_경우,_말씀주시면_개설이_가능하도록_조정해드리겠습니다_𖤐/⠀⠀⠀⠀⠀⠀⠀	54	#토익과외
261	2020-06-04T23:48:13.000Z	lovelyjeani	여의도역	#와인마시는고깃집_#차차등심_#새우살_#와인_#목요일밤_#콜키지무료_#승진턱_#난언제승진하나_#lecupole	5	#와인마시는고깃집_#차차등심_#새우살_#와인_#목요일밤_#콜키지무료_#승진턱_#난언제승진하나_#lecupole
262	2020-05-15T12:39:05.000Z	_yumyum__food	여의도역	메가커피_스트로베리_치즈홀릭💕//아침에_비_많이_오는데_스쿠터_타고_필라테스_갔다가/외투_쫄딱_젖어서_벗고_반팔인_상태로_음료_사러감/바람_많이_불고_추운데_반팔_입고/아이스_음료_사마심ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ/심지어_저거_마시면서_올영이랑_다이소_가서/충동_구매하고_추위에_벌벌_떨며_걸어감//#메가커피_#메가커피추천_#여의도카페_#여의도메가커피_#여의도역메가커피_#여의도역카페_#메가커피여의도_#스트로베리치즈홀릭	146	#메가커피_#메가커피추천_#여의도카페_#여의도메가커피_#여의도역메가커피_#여의도역카페_#메가커피여의도_#스트로베리치즈홀릭
